case,run_id,seed,generation,unique_evaluations_cumulative,open_switches,losses_kw,saidi
ieee33,ieee33_seed_21235,21235,1,200,"6,10,12,17,28",153.51970887281215,3.0309157271249996
ieee33,ieee33_seed_21235,21235,1,200,"9,14,28,33,36",142.621560552813,3.15669259434375
ieee33,ieee33_seed_21235,21235,2,293,"6,10,12,17,28",153.51970887281215,3.0309157271249996
ieee33,ieee33_seed_21235,21235,2,293,"9,14,28,33,36",142.621560552813,3.15669259434375
ieee33,ieee33_seed_21235,21235,2,293,"7,8,10,15,28",150.51711976432028,3.135032572125
ieee33,ieee33_seed_21235,21235,3,389,"7,10,14,28,36",139.15707296498272,3.0055372461562495
ieee33,ieee33_seed_21235,21235,4,483,"7,10,14,28,36",139.15707296498272,3.0055372461562495
ieee33,ieee33_seed_21235,21235,5,573,"7,10,14,28,36",139.15707296498272,3.0055372461562495
ieee33,ieee33_seed_21235,21235,6,663,"7,10,14,28,36",139.15707296498272,3.0055372461562495
ieee33,ieee33_seed_21235,21235,7,753,"7,10,14,28,36",139.15707296498272,3.0055372461562495
ieee33,ieee33_seed_21235,21235,8,839,"7,10,14,28,36",139.15707296498272,3.0055372461562495
ieee33,ieee33_seed_21235,21235,8,839,"7,9,14,28,36",138.6425908856557,3.0120445489687495
ieee33,ieee33_seed_21235,21235,9,921,"7,10,14,28,36",139.15707296498272,3.0055372461562495
ieee33,ieee33_seed_21235,21235,9,921,"7,9,14,28,36",138.6425908856557,3.0120445489687495
ieee33,ieee33_seed_21235,21235,10,1002,"7,10,14,28,36",139.15707296498272,3.0055372461562495
ieee33,ieee33_seed_21235,21235,10,1002,"7,9,14,28,36",138.6425908856557,3.0120445489687495
ieee33,ieee33_seed_21235,21235,11,1085,"7,10,14,28,36",139.15707296498272,3.0055372461562495
ieee33,ieee33_seed_21235,21235,11,1085,"7,9,14,28,36",138.6425908856557,3.0120445489687495
ieee33,ieee33_seed_21235,21235,12,1163,"7,10,14,28,36",139.15707296498272,3.0055372461562495
ieee33,ieee33_seed_21235,21235,12,1163,"7,9,14,28,36",138.6425908856557,3.0120445489687495
ieee33,ieee33_seed_21235,21235,13,1244,"7,10,14,28,36",139.15707296498272,3.0055372461562495
ieee33,ieee33_seed_21235,21235,13,1244,"7,9,14,28,36",138.6425908856557,3.0120445489687495
ieee33,ieee33_seed_21235,21235,14,1315,"7,10,14,28,36",139.15707296498272,3.0055372461562495
ieee33,ieee33_seed_21235,21235,14,1315,"7,9,14,28,36",138.6425908856557,3.0120445489687495
ieee33,ieee33_seed_21235,21235,14,1315,"7,10,14,27,36",142.0958063322025,2.99902994334375
ieee33,ieee33_seed_21235,21235,15,1384,"7,10,14,28,36",139.15707296498272,3.0055372461562495
ieee33,ieee33_seed_21235,21235,15,1384,"7,9,14,28,36",138.6425908856557,3.0120445489687495
ieee33,ieee33_seed_21235,21235,15,1384,"7,10,14,27,36",142.0958063322025,2.99902994334375
ieee33,ieee33_seed_21235,21235,16,1445,"7,10,14,28,36",139.15707296498272,3.0055372461562495
ieee33,ieee33_seed_21235,21235,16,1445,"7,9,14,28,36",138.6425908856557,3.0120445489687495
ieee33,ieee33_seed_21235,21235,16,1445,"7,10,14,27,36",142.0958063322025,2.99902994334375
ieee33,ieee33_seed_21235,21235,16,1445,"7,9,14,28,32",137.63400755669326,3.01855185178125
ieee33,ieee33_seed_21235,21235,17,1508,"7,10,14,28,36",139.15707296498272,3.0055372461562495
