case,run_id,seed,generation,unique_evaluations_cumulative,open_switches,losses_kw,saidi
ieee33,ieee33_seed_55679,55679,1,199,"7,10,12,26,36",151.10365944194544,3.01855185178125
ieee33,ieee33_seed_55679,55679,1,199,"7,10,32,35,37",150.58260788062333,3.4024827177187498
ieee33,ieee33_seed_55679,55679,2,293,"7,10,12,26,36",151.10365944194544,3.01855185178125
ieee33,ieee33_seed_55679,55679,2,293,"7,10,26,34,36",147.67089471015206,3.069308813718749
ieee33,ieee33_seed_55679,55679,2,293,"7,11,13,36,37",143.7762306725795,3.3655770146249995
ieee33,ieee33_seed_55679,55679,3,392,"7,10,12,26,36",151.10365944194544,3.01855185178125
ieee33,ieee33_seed_55679,55679,3,392,"7,10,26,34,36",147.67089471015206,3.069308813718749
ieee33,ieee33_seed_55679,55679,3,392,"7,11,13,36,37",143.7762306725795,3.3655770146249995
ieee33,ieee33_seed_55679,55679,3,392,"8,14,16,28,33",147.4175591409392,3.1703579302499993
ieee33,ieee33_seed_55679,55679,3,392,"8,9,27,32,33",146.59069099476412,3.1827218055937503
ieee33,ieee33_seed_55679,55679,3,392,"8,10,28,33,36",146.03945243905594,3.18922910840625
ieee33,ieee33_seed_55679,55679,4,488,"7,10,14,28,36",139.15707296498272,3.0055372461562495
ieee33,ieee33_seed_55679,55679,5,580,"7,10,14,28,36",139.15707296498272,3.0055372461562495
ieee33,ieee33_seed_55679,55679,6,670,"7,10,14,28,36",139.15707296498272,3.0055372461562495
ieee33,ieee33_seed_55679,55679,7,760,"7,10,14,28,36",139.15707296498272,3.0055372461562495
ieee33,ieee33_seed_55679,55679,8,844,"7,10,14,28,36",139.15707296498272,3.0055372461562495
ieee33,ieee33_seed_55679,55679,9,934,"7,10,14,28,36",139.15707296498272,3.0055372461562495
ieee33,ieee33_seed_55679,55679,9,934,"7,9,14,28,36",138.6425908856557,3.0120445489687495
ieee33,ieee33_seed_55679,55679,9,934,"7,10,13,27,36",145.2510014456555,2.99902994334375
ieee33,ieee33_seed_55679,55679,10,1020,"7,10,14,28,36",139.15707296498272,3.0055372461562495
ieee33,ieee33_seed_55679,55679,10,1020,"7,9,14,28,36",138.6425908856557,3.0120445489687495
ieee33,ieee33_seed_55679,55679,10,1020,"7,10,13,27,36",145.2510014456555,2.99902994334375
ieee33,ieee33_seed_55679,55679,11,1097,"7,10,14,28,36",139.15707296498272,3.0055372461562495
ieee33,ieee33_seed_55679,55679,11,1097,"7,9,14,28,36",138.6425908856557,3.0120445489687495
ieee33,ieee33_seed_55679,55679,11,1097,"7,10,13,27,36",145.2510014456555,2.99902994334375
ieee33,ieee33_seed_55679,55679,12,1174,"7,10,14,28,36",139.15707296498272,3.0055372461562495
ieee33,ieee33_seed_55679,55679,12,1174,"7,9,14,28,36",138.6425908856557,3.0120445489687495
ieee33,ieee33_seed_55679,55679,12,1174,"7,10,13,27,36",145.2510014456555,2.99902994334375
ieee33,ieee33_seed_55679,55679,13,1249,"7,10,14,28,36",139.15707296498272,3.0055372461562495
ieee33,ieee33_seed_55679,55679,13,1249,"7,9,14,28,36",138.6425908856557,3.0120445489687495
ieee33,ieee33_seed_55679,55679,13,1249,"7,10,13,27,36",145.2510014456555,2.99902994334375
ieee33,ieee33_seed_55679,55679,14,1314,"7,10,14,28,36",139.15707296498272,3.0055372461562495
ieee33,ieee33_seed_55679,55679,14,1314,"7,9,14,28,36",138.6425908856557,3.0120445489687495
ieee33,ieee33_seed_55679,55679,14,1314,"7,10,13,27,36",145.2510014456555,2.99902994334375
ieee33,ieee33_seed_55679,55679,14,1314,"7,10,14,32,37",137.97384885633065,3.34893691171875
ieee33,ieee33_seed_55679,55679,15,1387,"7,10,14,28,36",139.15707296498272,3.0055372461562495
ieee33,ieee33_seed_55679,55679,15,1387,"7,10,14,32,37",137.97384885633065,3.34893691171875
ieee33,ieee33_seed_55679,55679,15,1387,"7,10,14,27,36",142.0958063322025,2.99902994334375
ieee33,ieee33_seed_55679,55679,15,1387,"7,10,14,28,32",138.26747691143908,3.0120445489687495
ieee33,ieee33_seed_55679,55679,16,1459,"7,10,14,28,36",139.15707296498272,3.0055372461562495
ieee33,ieee33_seed_55679,55679,16,1459,"7,10,14,32,37",137.97384885633065,3.34893691171875
ieee33,ieee33_seed_55679,55679,16,1459,"7,10,14,27,36",142.0958063322025,2.99902994334375
ieee33,ieee33_seed_55679,55679,16,1459,"7,10,14,28,32",138.26747691143908,3.0120445489687495
ieee33,ieee33_seed_55679,55679,16,1459,"7,9,14,32,37",137.3403817568125,3.3554442145312495
ieee33,ieee33_seed_55679,55679,17,1518,"7,10,14,28,36",139.15707296498272,3.0055372461562495
ieee33,ieee33_seed_55679,55679,17,1518,"7,10,14,32,37",137.97384885633065,3.34893691171875
ieee33,ieee33_seed_55679,55679,17,1518,"7,10,14,27,36",142.0958063322025,2.99902994334375
ieee33,ieee33_seed_55679,55679,17,1518,"7,10,14,28,32",138.26747691143908,3.0120445489687495
ieee33,ieee33_seed_55679,55679,17,1518,"7,9,14,32,37",137.3403817568125,3.3554442145312495
ieee33,ieee33_seed_55679,55679,18,1572,"7,10,14,28,36",139.15707296498272,3.0055372461562495
ieee33,ieee33_seed_55679,55679,18,1572,"7,10,14,27,36",142.0958063322025,2.99902994334375
ieee33,ieee33_seed_55679,55679,18,1572,"7,10,14,28,32",138.26747691143908,3.0120445489687495
ieee33,ieee33_seed_55679,55679,18,1572,"7,9,14,32,37",137.3403817568125,3.3554442145312495
ieee33,ieee33_seed_55679,55679,18,1572,"7,9,14,28,32",137.63400755669326,3.01855185178125
ieee33,ieee33_seed_55679,55679,19,1627,"7,10,14,28,36",139.15707296498272,3.0055372461562495
ieee33,ieee33_seed_55679,55679,19,1627,"7,10,14,27,36",142.0958063322025,2.99902994334375
ieee33,ieee33_seed_55679,55679,19,1627,"7,10,14,28,32",138.26747691143908,3.0120445489687495
ieee33,ieee33_seed_55679,55679,19,1627,"7,9,14,32,37",137.3403817568125,3.3554442145312495
ieee33,ieee33_seed_55679,55679,19,1627,"7,9,14,28,32",137.63400755669326,3.01855185178125
ieee33,ieee33_seed_55679,55679,20,1681,"7,10,14,28,36",139.15707296498272,3.0055372461562495
ieee33,ieee33_seed_55679,55679,20,1681,"7,10,14,27,36",142.0958063322025,2.99902994334375
ieee33,ieee33_seed_55679,55679,20,1681,"7,10,14,28,32",138.26747691143908,3.0120445489687495
ieee33,ieee33_seed_55679,55679,20,1681,"7,9,14,32,37",137.3403817568125,3.3554442145312495
ieee33,ieee33_seed_55679,55679,20,1681,"7,9,14,28,32",137.63400755669326,3.01855185178125
ieee33,ieee33_seed_55679,55679,21,1735,"7,10,14,28,36",139.15707296498272,3.0055372461562495
ieee33,ieee33_seed_55679,55679,21,1735,"7,10,14,27,36",142.0958063322025,2.99902994334375
ieee33,ieee33_seed_55679,55679,21,1735,"7,10,14,28,32",138.26747691143908,3.0120445489687495
ieee33,ieee33_seed_55679,55679,21,1735,"7,9,14,32,37",137.3403817568125,3.3554442145312495
ieee33,ieee33_seed_55679,55679,21,1735,"7,9,14,28,32",137.63400755669326,3.01855185178125
ieee33,ieee33_seed_55679,55679,22,1789,"7,10,14,28,36",139.15707296498272,3.0055372461562495
ieee33,ieee33_seed_55679,55679,22,1789,"7,10,14,27,36",142.0958063322025,2.99902994334375
ieee33,ieee33_seed_55679,55679,22,1789,"7,10,14,28,32",138.26747691143908,3.0120445489687495
ieee33,ieee33_seed_55679,55679,22,1789,"7,9,14,32,37",137.3403817568125,3.3554442145312495
ieee33,ieee33_seed_55679,55679,22,1789,"7,9,14,28,32",137.63400755669326,3.01855185178125
ieee33,ieee33_seed_55679,55679,23,1836,"7,10,14,28,36",139.15707296498272,3.0055372461562495
ieee33,ieee33_seed_55679,55679,23,1836,"7,10,14,27,36",142.0958063322025,2.99902994334375
ieee33,ieee33_seed_55679,55679,23,1836,"7,10,14,28,32",138.26747691143908,3.0120445489687495
ieee33,ieee33_seed_55679,55679,23,1836,"7,9,14,32,37",137.3403817568125,3.3554442145312495
ieee33,ieee33_seed_55679,55679,23,1836,"7,9,14,28,32",137.63400755669326,3.01855185178125
ieee33,ieee33_seed_55679,55679,24,1886,"7,10,14,28,36",139.15707296498272,3.0055372461562495
ieee33,ieee33_seed_55679,55679,24,1886,"7,10,14,27,36",142.0958063322025,2.99902994334375
ieee33,ieee33_seed_55679,55679,24,1886,"7,10,14,28,32",138.26747691143908,3.0120445489687495
ieee33,ieee33_seed_55679,55679,24,1886,"7,9,14,32,37",137.3403817568125,3.3554442145312495
ieee33,ieee33_seed_55679,55679,24,1886,"7,9,14,28,32",137.63400755669326,3.01855185178125
ieee33,ieee33_seed_55679,55679,25,1932,"7,10,14,28,36",139.15707296498272,3.0055372461562495
ieee33,ieee33_seed_55679,55679,25,1932,"7,10,14,27,36",142.0958063322025,2.99902994334375
ieee33,ieee33_seed_55679,55679,25,1932,"7,10,14,28,32",138.26747691143908,3.0120445489687495
ieee33,ieee33_seed_55679,55679,25,1932,"7,9,14,32,37",137.3403817568125,3.3554442145312495
ieee33,ieee33_seed_55679,55679,25,1932,"7,9,14,28,32",137.63400755669326,3.01855185178125
ieee33,ieee33_seed_55679,55679,26,1973,"7,10,14,28,36",139.15707296498272,3.0055372461562495
ieee33,ieee33_seed_55679,55679,26,1973,"7,10,14,27,36",142.0958063322025,2.99902994334375
ieee33,ieee33_seed_55679,55679,26,1973,"7,10,14,28,32",138.26747691143908,3.0120445489687495
ieee33,ieee33_seed_55679,55679,26,1973,"7,9,14,32,37",137.3403817568125,3.3554442145312495
ieee33,ieee33_seed_55679,55679,26,1973,"7,9,14,28,32",137.63400755669326,3.01855185178125
ieee33,ieee33_seed_55679,55679,27,2013,"7,10,14,28,36",139.15707296498272,3.0055372461562495
ieee33,ieee33_seed_55679,55679,27,2013,"7,10,14,27,36",142.0958063322025,2.99902994334375
ieee33,ieee33_seed_55679,55679,27,2013,"7,10,14,28,32",138.26747691143908,3.0120445489687495
ieee33,ieee33_seed_55679,55679,27,2013,"7,9,14,32,37",137.3403817568125,3.3554442145312495
ieee33,ieee33_seed_55679,55679,27,2013,"7,9,14,28,32",137.63400755669326,3.01855185178125
ieee33,ieee33_seed_55679,55679,28,2055,"7,10,14,28,36",139.15707296498272,3.0055372461562495
ieee33,ieee33_seed_55679,55679,28,2055,"7,10,14,27,36",142.0958063322025,2.99902994334375
ieee33,ieee33_seed_55679,55679,28,2055,"7,10,14,28,32",138.26747691143908,3.0120445489687495
ieee33,ieee33_seed_55679,55679,28,2055,"7,9,14,32,37",137.3403817568125,3.3554442145312495
ieee33,ieee33_seed_55679,55679,28,2055,"7,9,14,28,32",137.63400755669326,3.01855185178125
ieee33,ieee33_seed_55679,55679,29,2095,"7,10,14,28,36",139.15707296498272,3.0055372461562495
ieee33,ieee33_seed_55679,55679,29,2095,"7,10,14,27,36",142.0958063322025,2.99902994334375
ieee33,ieee33_seed_55679,55679,29,2095,"7,10,14,28,32",138.26747691143908,3.0120445489687495
ieee33,ieee33_seed_55679,55679,29,2095,"7,9,14,32,37",137.3403817568125,3.3554442145312495
ieee33,ieee33_seed_55679,55679,29,2095,"7,9,14,28,32",137.63400755669326,3.01855185178125
ieee33,ieee33_seed_55679,55679,30,2140,"7,10,14,28,36",139.15707296498272,3.0055372461562495
ieee33,ieee33_seed_55679,55679,30,2140,"7,10,14,27,36",142.0958063322025,2.99902994334375
ieee33,ieee33_seed_55679,55679,30,2140,"7,10,14,28,32",138.26747691143908,3.0120445489687495
ieee33,ieee33_seed_55679,55679,30,2140,"7,9,14,32,37",137.3403817568125,3.3554442145312495
ieee33,ieee33_seed_55679,55679,30,2140,"7,9,14,28,32",137.63400755669326,3.01855185178125
ieee33,ieee33_seed_55679,55679,31,2175,"7,10,14,28,36",139.15707296498272,3.0055372461562495
ieee33,ieee33_seed_55679,55679,31,2175,"7,10,14,27,36",142.0958063322025,2.99902994334375
ieee33,ieee33_seed_55679,55679,31,2175,"7,10,14,28,32",138.26747691143908,3.0120445489687495
ieee33,ieee33_seed_55679,55679,31,2175,"7,9,14,32,37",137.3403817568125,3.3554442145312495
ieee33,ieee33_seed_55679,55679,31,2175,"7,9,14,28,32",137.63400755669326,3.01855185178125
ieee33,ieee33_seed_55679,55679,32,2219,"7,10,14,28,36",139.15707296498272,3.0055372461562495
ieee33,ieee33_seed_55679,55679,32,2219,"7,10,14,27,36",142.0958063322025,2.99902994334375
ieee33,ieee33_seed_55679,55679,32,2219,"7,10,14,28,32",138.26747691143908,3.0120445489687495
ieee33,ieee33_seed_55679,55679,32,2219,"7,9,14,32,37",137.3403817568125,3.3554442145312495
ieee33,ieee33_seed_55679,55679,32,2219,"7,9,14,28,32",137.63400755669326,3.01855185178125
ieee33,ieee33_seed_55679,55679,33,2266,"7,10,14,28,36",139.15707296498272,3.0055372461562495
ieee33,ieee33_seed_55679,55679,33,2266,"7,10,14,27,36",142.0958063322025,2.99902994334375
ieee33,ieee33_seed_55679,55679,33,2266,"7,10,14,28,32",138.26747691143908,3.0120445489687495
ieee33,ieee33_seed_55679,55679,33,2266,"7,9,14,32,37",137.3403817568125,3.3554442145312495
ieee33,ieee33_seed_55679,55679,33,2266,"7,9,14,28,32",137.63400755669326,3.01855185178125
ieee33,ieee33_seed_55679,55679,34,2298,"7,10,14,28,36",139.15707296498272,3.0055372461562495
ieee33,ieee33_seed_55679,55679,34,2298,"7,10,14,27,36",142.0958063322025,2.99902994334375
ieee33,ieee33_seed_55679,55679,34,2298,"7,10,14,28,32",138.26747691143908,3.0120445489687495
ieee33,ieee33_seed_55679,55679,34,2298,"7,9,14,32,37",137.3403817568125,3.3554442145312495
ieee33,ieee33_seed_55679,55679,34,2298,"7,9,14,28,32",137.63400755669326,3.01855185178125
ieee33,ieee33_seed_55679,55679,35,2334,"7,10,14,28,36",139.15707296498272,3.0055372461562495
ieee33,ieee33_seed_55679,55679,35,2334,"7,10,14,27,36",142.0958063322025,2.99902994334375
ieee33,ieee33_seed_55679,55679,35,2334,"7,10,14,28,32",138.26747691143908,3.0120445489687495
ieee33,ieee33_seed_55679,55679,35,2334,"7,9,14,32,37",137.3403817568125,3.3554442145312495
ieee33,ieee33_seed_55679,55679,35,2334,"7,9,14,28,32",137.63400755669326,3.01855185178125
ieee33,ieee33_seed_55679,55679,36,2364,"7,10,14,28,36",139.15707296498272,3.0055372461562495
ieee33,ieee33_seed_55679,55679,36,2364,"7,10,14,27,36",142.0958063322025,2.99902994334375
ieee33,ieee33_seed_55679,55679,36,2364,"7,10,14,28,32",138.26747691143908,3.0120445489687495
ieee33,ieee33_seed_55679,55679,36,2364,"7,9,14,32,37",137.3403817568125,3.3554442145312495
ieee33,ieee33_seed_55679,55679,36,2364,"7,9,14,28,32",137.63400755669326,3.01855185178125
ieee33,ieee33_seed_55679,55679,37,2398,"7,10,14,28,36",139.15707296498272,3.0055372461562495
