case,run_id,seed,generation,unique_evaluations_cumulative,open_switches,losses_kw,saidi
ieee33,ieee33_seed_99013,99013,1,200,"7,10,28,34,36",141.3635068475474,3.069308813718749
ieee33,ieee33_seed_99013,99013,1,200,"6,10,12,27,36",156.54123335622842,3.0120445489687504
ieee33,ieee33_seed_99013,99013,1,200,"7,11,12,25,32",156.05564014119068,3.0482065603125
ieee33,ieee33_seed_99013,99013,2,297,"7,10,28,34,36",141.3635068475474,3.069308813718749
ieee33,ieee33_seed_99013,99013,2,297,"6,10,12,27,36",156.54123335622842,3.0120445489687504
ieee33,ieee33_seed_99013,99013,2,297,"7,11,12,16,28",148.88798856700663,3.0540631328437495
ieee33,ieee33_seed_99013,99013,2,297,"7,9,14,17,25",151.72355060410447,3.043930332749999
ieee33,ieee33_seed_99013,99013,3,395,"7,10,28,34,36",141.3635068475474,3.069308813718749
ieee33,ieee33_seed_99013,99013,3,395,"6,10,12,27,36",156.54123335622842,3.0120445489687504
ieee33,ieee33_seed_99013,99013,3,395,"7,11,12,16,28",148.88798856700663,3.0540631328437495
ieee33,ieee33_seed_99013,99013,3,395,"7,9,14,17,25",151.72355060410447,3.043930332749999
ieee33,ieee33_seed_99013,99013,4,487,"7,10,28,34,36",141.3635068475474,3.069308813718749
ieee33,ieee33_seed_99013,99013,4,487,"7,11,12,16,28",148.88798856700663,3.0540631328437495
ieee33,ieee33_seed_99013,99013,4,487,"6,10,14,27,36",150.0499241252245,2.99902994334375
ieee33,ieee33_seed_99013,99013,5,575,"7,10,28,34,36",141.3635068475474,3.069308813718749
ieee33,ieee33_seed_99013,99013,5,575,"6,10,14,27,36",150.0499241252245,2.99902994334375
ieee33,ieee33_seed_99013,99013,5,575,"7,10,13,16,28",145.64007596152805,3.0374230299374996
ieee33,ieee33_seed_99013,99013,5,575,"7,11,14,25,32",148.84197172807367,3.035191954687499
ieee33,ieee33_seed_99013,99013,5,575,"7,9,13,32,37",140.25472282793797,3.3554442145312495
ieee33,ieee33_seed_99013,99013,6,661,"6,10,14,27,36",150.0499241252245,2.99902994334375
ieee33,ieee33_seed_99013,99013,6,661,"7,9,13,32,37",140.25472282793797,3.3554442145312495
ieee33,ieee33_seed_99013,99013,6,661,"7,9,14,17,28",141.31150453976764,3.0244084243125
ieee33,ieee33_seed_99013,99013,6,661,"7,10,12,28,36",144.7962236625475,3.01855185178125
ieee33,ieee33_seed_99013,99013,7,745,"6,10,14,27,36",150.0499241252245,2.99902994334375
ieee33,ieee33_seed_99013,99013,7,745,"7,9,13,32,37",140.25472282793797,3.3554442145312495
ieee33,ieee33_seed_99013,99013,7,745,"7,9,14,17,28",141.31150453976764,3.0244084243125
ieee33,ieee33_seed_99013,99013,7,745,"7,11,14,27,32",141.90317927310522,3.0091627434374995
ieee33,ieee33_seed_99013,99013,8,833,"6,10,14,27,36",150.0499241252245,2.99902994334375
ieee33,ieee33_seed_99013,99013,8,833,"7,9,13,32,37",140.25472282793797,3.3554442145312495
ieee33,ieee33_seed_99013,99013,8,833,"7,9,14,17,28",141.31150453976764,3.0244084243125
ieee33,ieee33_seed_99013,99013,8,833,"7,11,14,27,32",141.90317927310522,3.0091627434374995
ieee33,ieee33_seed_99013,99013,9,909,"6,10,14,27,36",150.0499241252245,2.99902994334375
ieee33,ieee33_seed_99013,99013,9,909,"7,9,14,17,28",141.31150453976764,3.0244084243125
ieee33,ieee33_seed_99013,99013,9,909,"7,11,14,27,32",141.90317927310522,3.0091627434374995
ieee33,ieee33_seed_99013,99013,9,909,"6,10,14,28,36",146.8034213274985,3.0055372461562495
ieee33,ieee33_seed_99013,99013,9,909,"7,9,14,31,37",140.15585561462427,3.3554442145312495
ieee33,ieee33_seed_99013,99013,10,991,"6,10,14,27,36",150.0499241252245,2.99902994334375
ieee33,ieee33_seed_99013,99013,10,991,"7,9,14,17,28",141.31150453976764,3.0244084243125
ieee33,ieee33_seed_99013,99013,10,991,"7,11,14,27,32",141.90317927310522,3.0091627434374995
ieee33,ieee33_seed_99013,99013,10,991,"6,10,14,28,36",146.8034213274985,3.0055372461562495
ieee33,ieee33_seed_99013,99013,10,991,"7,9,14,31,37",140.15585561462427,3.3554442145312495
ieee33,ieee33_seed_99013,99013,10,991,"7,9,14,36,37",138.81946573409937,3.3684588201562495
ieee33,ieee33_seed_99013,99013,11,1069,"6,10,14,27,36",150.0499241252245,2.99902994334375
ieee33,ieee33_seed_99013,99013,11,1069,"7,9,14,36,37",138.81946573409937,3.3684588201562495
ieee33,ieee33_seed_99013,99013,11,1069,"7,10,14,28,36",139.15707296498272,3.0055372461562495
ieee33,ieee33_seed_99013,99013,12,1136,"6,10,14,27,36",150.0499241252245,2.99902994334375
ieee33,ieee33_seed_99013,99013,12,1136,"7,10,14,28,36",139.15707296498272,3.0055372461562495
ieee33,ieee33_seed_99013,99013,12,1136,"7,10,14,28,32",138.26747691143908,3.0120445489687495
ieee33,ieee33_seed_99013,99013,13,1214,"6,10,14,27,36",150.0499241252245,2.99902994334375
ieee33,ieee33_seed_99013,99013,13,1214,"7,10,14,28,36",139.15707296498272,3.0055372461562495
ieee33,ieee33_seed_99013,99013,13,1214,"7,10,14,28,32",138.26747691143908,3.0120445489687495
ieee33,ieee33_seed_99013,99013,14,1293,"6,10,14,27,36",150.0499241252245,2.99902994334375
ieee33,ieee33_seed_99013,99013,14,1293,"7,10,14,28,36",139.15707296498272,3.0055372461562495
ieee33,ieee33_seed_99013,99013,14,1293,"7,10,14,28,32",138.26747691143908,3.0120445489687495
ieee33,ieee33_seed_99013,99013,15,1362,"6,10,14,27,36",150.0499241252245,2.99902994334375
ieee33,ieee33_seed_99013,99013,15,1362,"7,10,14,28,36",139.15707296498272,3.0055372461562495
ieee33,ieee33_seed_99013,99013,15,1362,"7,10,14,28,32",138.26747691143908,3.0120445489687495
