case,open_switches,radial,connected,converged,opendss_converged,electrically_solved,losses_kw,min_voltage_pu,vmin_pu,max_voltage_pu,vmax_pu,v_min_limit,v_max_limit,voltage_feasible,saidi_h_user_year,saifi_int_user_year,ens_mwh_year,objective_reliability,objective_reliability_name,topologically_feasible,max_loading_percent,loading_feasible,loading_check_available,all_loads_served,operationally_feasible,feasible,infeasibility_reasons,message,seed,population,generations,method
ieee33,"33,34,35,36,37",True,True,True,True,True,185.68063610324225,0.9159677286485081,0.9159677286485081,0.9983942382629303,0.9983942382629303,0.9,1.05,True,3.8460948465937497,10.511327812500001,14.4680767812,3.8460948465937497,saidi,True,,,False,True,True,True,loading_limits_not_available,ok,13579,100,100,evolutionary
ieee33,"4,11,12,19,36",True,True,True,True,True,317.8212927404601,0.8383838639023107,0.8383838639023107,0.9984387040177372,0.9984387040177372,0.9,1.05,False,4.45685169628125,12.180518437500005,17.0570165013,4.45685169628125,saidi,True,,,False,True,False,True,voltage_below_limit;loading_limits_not_available,ok,13579,100,100,evolutionary
ieee33,"11,19,30,33,37",True,True,True,True,True,235.54089132987363,0.8767589274004938,0.8767589274004938,0.9984010138982947,0.9984010138982947,0.9,1.05,False,4.1715529486875,11.400800625,15.5443474818,4.1715529486875,saidi,True,,,False,True,False,True,voltage_below_limit;loading_limits_not_available,ok,13579,100,100,evolutionary
ieee33,"5,9,18,21,36",True,True,True,True,True,329.1849361112821,0.8267227147744229,0.8267227147744229,0.9984423627922264,0.9984423627922264,0.9,1.05,False,4.677914068968749,12.784679062500004,17.9485541712,4.677914068968749,saidi,True,,,False,True,False,True,voltage_below_limit;loading_limits_not_available,ok,13579,100,100,evolutionary
ieee33,"4,7,8,11,22",True,True,True,True,True,530.7769780854111,0.6915429394518073,0.6915429394518073,0.9986539025733608,0.9986539025733608,0.9,1.05,False,7.039321298156251,19.2383746875,25.8465605562,7.039321298156251,saidi,True,,,False,True,False,True,voltage_below_limit;loading_limits_not_available,ok,13579,100,100,evolutionary
ieee33,"7,8,9,26,30",True,True,True,True,True,165.26895451444335,0.8926548415648919,0.8926548415648919,0.9983757347469843,0.9983757347469843,0.9,1.05,False,3.4704375513749994,9.484661250000004,12.880443633300006,3.4704375513749994,saidi,True,,,False,True,False,True,voltage_below_limit;loading_limits_not_available,ok,13579,100,100,evolutionary
ieee33,"7,11,23,27,34",True,True,True,True,True,394.0895226364784,0.7366979481343617,0.7366979481343617,0.9985663971654581,0.9985663971654581,0.9,1.05,False,5.8292418594374995,15.931243124999996,21.0327925968,5.8292418594374995,saidi,True,,,False,True,False,True,voltage_below_limit;loading_limits_not_available,ok,13579,100,100,evolutionary
ieee33,"4,6,9,13,17",True,True,True,True,True,170.39852007492416,0.9157182363650349,0.9157182363650349,0.9983762994396508,0.9983762994396508,0.9,1.05,True,3.1220179664999996,8.532435000000001,11.772045449100002,3.1220179664999996,saidi,True,,,False,True,True,True,loading_limits_not_available,ok,13579,100,100,evolutionary
ieee33,"10,14,19,24,36",True,True,True,True,True,245.73196841611914,0.9018296557140174,0.9018296557140174,0.9984119673010771,0.9984119673010771,0.9,1.05,True,4.1565861522187495,11.3598965625,15.4399331601,4.1565861522187495,saidi,True,,,False,True,True,True,loading_limits_not_available,ok,13579,100,100,evolutionary
ieee33,"7,8,11,26,29",True,True,True,True,True,216.91557373051847,0.8319167747064938,0.8319167747064938,0.998451202221988,0.998451202221988,0.9,1.05,False,3.8134653710624997,10.422151875000003,14.061128655600003,3.8134653710624997,saidi,True,,,False,True,False,True,voltage_below_limit;loading_limits_not_available,ok,13579,100,100,evolutionary
ieee33,"10,16,27,33,35",True,True,True,True,True,168.93558071312663,0.9143580241864239,0.9143580241864239,0.9983831694800708,0.9983831694800708,0.9,1.05,True,3.274102929375,8.948081250000001,12.387822218100002,3.274102929375,saidi,True,,,False,True,True,True,loading_limits_not_available,ok,13579,100,100,evolutionary
ieee33,"6,10,12,27,32",True,True,True,True,True,156.8969623606402,0.926433129783137,0.926433129783137,0.9983710239444276,0.9983710239444276,0.9,1.05,True,3.0185518517812504,8.249663437500002,11.274069453300005,3.0185518517812504,saidi,True,,,False,True,True,True,loading_limits_not_available,ok,13579,100,100,evolutionary
ieee33,"3,8,12,23,32",True,True,True,True,True,382.3893855983221,0.822926394329971,0.822926394329971,0.9984915018737507,0.9984915018737507,0.9,1.05,False,5.0275421529374995,13.740208124999999,18.4438528767,5.0275421529374995,saidi,True,,,False,True,False,True,voltage_below_limit;loading_limits_not_available,ok,13579,100,100,evolutionary
ieee33,"4,9,14,28,36",True,True,True,True,True,164.23026126861708,0.930548704450482,0.930548704450482,0.9983641287816636,0.9983641287816636,0.9,1.05,True,3.090132182718749,8.445291562500001,11.627471772900002,3.090132182718749,saidi,True,,,False,True,True,True,loading_limits_not_available,ok,13579,100,100,evolutionary
ieee33,"11,20,27,30,35",True,True,True,True,True,198.48367345603265,0.8925551605723836,0.8925551605723836,0.9983786882689373,0.9983786882689373,0.9,1.05,False,3.7365862364062497,10.212042187500002,13.937973301800001,3.7365862364062497,saidi,True,,,False,True,False,True,voltage_below_limit;loading_limits_not_available,ok,13579,100,100,evolutionary
ieee33,"3,8,9,16,27",True,True,True,True,True,174.29535336177497,0.9191049112890798,0.9191049112890798,0.9983656599979512,0.9983656599979512,0.9,1.05,True,3.2638771678125,8.920134375000004,12.318212670300003,3.2638771678125,saidi,True,,,False,True,True,True,loading_limits_not_available,ok,13579,100,100,evolutionary
ieee33,"2,10,14,16,27",True,True,True,True,True,458.8744243897606,0.7736108820099739,0.7736108820099739,0.9985462997777603,0.9985462997777603,0.9,1.05,False,5.594793035249999,15.290497500000004,20.4678843435,5.594793035249999,saidi,True,,,False,True,False,True,voltage_below_limit;loading_limits_not_available,ok,13579,100,100,evolutionary
ieee33,"5,9,15,21,28",True,True,True,True,True,180.83303657009773,0.9153542821488917,0.9153542821488917,0.9983737655953122,0.9983737655953122,0.9,1.05,True,3.2822835386249998,8.970438750000001,12.510977571900003,3.2822835386249998,saidi,True,,,False,True,True,True,loading_limits_not_available,ok,13579,100,100,evolutionary
ieee33,"3,8,13,25,32",True,True,True,True,True,175.63913495792858,0.9208871726594915,0.9208871726594915,0.9983650123175353,0.9983650123175353,0.9,1.05,True,3.3758027761875,9.226025625000002,12.767997440700002,3.3758027761875,saidi,True,,,False,True,True,True,loading_limits_not_available,ok,13579,100,100,evolutionary
ieee33,"4,8,14,17,23",True,True,True,True,True,369.3570518003637,0.8214976318920753,0.8214976318920753,0.998491208327517,0.998491208327517,0.9,1.05,False,4.874620536843748,13.322275312500002,17.881621913700002,4.874620536843748,saidi,True,,,False,True,False,True,voltage_below_limit;loading_limits_not_available,ok,13579,100,100,evolutionary
ieee33,"10,18,21,23,26",True,True,True,True,True,467.022195717177,0.743734858159537,0.743734858159537,0.9985764863794024,0.9985764863794024,0.9,1.05,False,6.442322745843749,17.6067853125,23.5842502527,6.442322745843749,saidi,True,,,False,True,False,True,voltage_below_limit;loading_limits_not_available,ok,13579,100,100,evolutionary
ieee33,"2,3,9,30,34",True,True,True,True,True,402.4584652372419,0.8216055511792665,0.8216055511792665,0.9984895910546524,0.9984895910546524,0.9,1.05,False,5.227502272218749,14.2866965625,19.134593774099997,5.227502272218749,saidi,True,,,False,True,False,True,voltage_below_limit;loading_limits_not_available,ok,13579,100,100,evolutionary
ieee33,"6,8,9,23,36",True,True,True,True,True,212.56027639965055,0.9077664169526484,0.9077664169526484,0.998392485467808,0.998392485467808,0.9,1.05,True,4.236904861218749,11.5794065625,15.547024772100002,4.236904861218749,saidi,True,,,False,True,True,True,loading_limits_not_available,ok,13579,100,100,evolutionary
ieee33,"14,15,20,21,26",True,True,True,True,True,185.91648128043053,0.9076876151005033,0.9076876151005033,0.9983829744085179,0.9983829744085179,0.9,1.05,True,3.4799196211874994,9.510575625000001,13.166913695400002,3.4799196211874994,saidi,True,,,False,True,True,True,loading_limits_not_available,ok,13579,100,100,evolutionary
ieee33,"4,8,14,21,24",True,True,True,True,True,376.5973261261858,0.7721149300031904,0.7721149300031904,0.998515103082393,0.998515103082393,0.9,1.05,False,5.4037572169687484,14.7683990625,20.7650635668,5.4037572169687484,saidi,True,,,False,True,False,True,voltage_below_limit;loading_limits_not_available,ok,13579,100,100,evolutionary
ieee33,"2,9,12,24,27",True,True,True,True,True,466.10716281211774,0.7478882952850786,0.7478882952850786,0.9985631752054469,0.9985631752054469,0.9,1.05,False,5.318976357468749,14.5366940625,19.413031965299997,5.318976357468749,saidi,True,,,False,True,False,True,voltage_below_limit;loading_limits_not_available,ok,13579,100,100,evolutionary
ieee33,"11,19,27,29,35",True,True,True,True,True,255.16522689924756,0.8408905380918584,0.8408905380918584,0.9984444582940781,0.9984444582940781,0.9,1.05,False,4.116147913312501,11.249379375,15.190945162200004,4.116147913312501,saidi,True,,,False,True,False,True,voltage_below_limit;loading_limits_not_available,ok,13579,100,100,evolutionary
ieee33,"5,11,21,26,29",True,True,True,True,True,256.89843624768474,0.8216965570278979,0.8216965570278979,0.9984641213269734,0.9984641213269734,0.9,1.05,False,3.6212210536874996,9.896750625000001,13.365033177600003,3.6212210536874996,saidi,True,,,False,True,False,True,voltage_below_limit;loading_limits_not_available,ok,13579,100,100,evolutionary
ieee33,"7,8,14,15,23",True,True,True,True,True,228.98900660565255,0.8916441107263534,0.8916441107263534,0.9984117460266694,0.9984117460266694,0.9,1.05,False,4.32670564003125,11.824830937500002,15.9646820589,4.32670564003125,saidi,True,,,False,True,False,True,voltage_below_limit;loading_limits_not_available,ok,13579,100,100,evolutionary
ieee33,"19,22,34,35,36",True,True,True,True,True,310.7698550538901,0.8822124518321858,0.8822124518321858,0.9984336987530795,0.9984336987530795,0.9,1.05,False,4.909109241749999,13.416532499999999,18.275183587799997,4.909109241749999,saidi,True,,,False,True,False,True,voltage_below_limit;loading_limits_not_available,ok,13579,100,100,evolutionary
ieee33,"5,7,11,12,19",True,True,True,True,True,325.84982387228825,0.8029913875343931,0.8029913875343931,0.9984464558255696,0.9984464558255696,0.9,1.05,False,4.641473173218749,12.685086562500004,17.662084109100004,4.641473173218749,saidi,True,,,False,True,False,True,voltage_below_limit;loading_limits_not_available,ok,13579,100,100,evolutionary
ieee33,"8,11,16,25,33",True,True,True,True,True,160.35644505765163,0.9132851063804309,0.9132851063804309,0.9983837798867837,0.9983837798867837,0.9,1.05,True,3.2210219307187495,8.803011562500002,12.170961703800003,3.2210219307187495,saidi,True,,,False,True,True,True,loading_limits_not_available,ok,13579,100,100,evolutionary
ieee33,"8,10,20,28,30",True,True,True,True,True,229.60013164530872,0.8507608318648203,0.8507608318648203,0.9983914421005262,0.9983914421005262,0.9,1.05,False,4.242389587875,11.594396249999999,15.9218454141,4.242389587875,saidi,True,,,False,True,False,True,voltage_below_limit;loading_limits_not_available,ok,13579,100,100,evolutionary
ieee33,"12,19,24,29,33",True,True,True,True,True,289.56529503743275,0.8334058862565841,0.8334058862565841,0.9984576816384608,0.9984576816384608,0.9,1.05,False,4.655975162343749,12.724720312499999,17.134657920000002,4.655975162343749,saidi,True,,,False,True,False,True,voltage_below_limit;loading_limits_not_available,ok,13579,100,100,evolutionary
ieee33,"2,3,8,10,21",True,True,True,True,True,518.1902374695148,0.7495345927764087,0.7495345927764087,0.9985773322598264,0.9985773322598264,0.9,1.05,False,6.2679270304687495,17.1301640625,23.857333863299996,6.2679270304687495,saidi,True,,,False,True,False,True,voltage_below_limit;loading_limits_not_available,ok,13579,100,100,evolutionary
ieee33,"8,9,15,26,33",True,True,True,True,True,157.55354460853437,0.9101204189625013,0.9101204189625013,0.9983869985235737,0.9983869985235737,0.9,1.05,True,3.183372535875,8.70011625,11.954101189500005,3.183372535875,saidi,True,,,False,True,True,True,loading_limits_not_available,ok,13579,100,100,evolutionary
ieee33,"3,11,21,24,27",True,True,True,True,True,397.25027659381084,0.7570106967705187,0.7570106967705187,0.9985488149739148,0.9985488149739148,0.9,1.05,False,4.69938816825,12.8433675,17.2524586932,4.69938816825,saidi,True,,,False,True,False,True,voltage_below_limit;loading_limits_not_available,ok,13579,100,100,evolutionary
ieee33,"4,10,13,24,26",True,True,True,True,True,360.35112499666735,0.764883518988992,0.764883518988992,0.9985302644280869,0.9985302644280869,0.9,1.05,False,4.52527133728125,12.367508437500002,16.6179408921,4.52527133728125,saidi,True,,,False,True,False,True,voltage_below_limit;loading_limits_not_available,ok,13579,100,100,evolutionary
ieee33,"10,16,18,21,37",True,True,True,True,True,223.6197898509985,0.9049233351757068,0.9049233351757068,0.9983997351653477,0.9983997351653477,0.9,1.05,True,4.015098796781251,10.973213437500002,15.102594582299998,4.015098796781251,saidi,True,,,False,True,True,True,loading_limits_not_available,ok,13579,100,100,evolutionary
ieee33,"11,19,23,26,35",True,True,True,True,True,448.89526406467354,0.7474348874995296,0.7474348874995296,0.9985691024928309,0.9985691024928309,0.9,1.05,False,6.283079749875,17.171576249999998,22.9336687098,6.283079749875,saidi,True,,,False,True,False,True,voltage_below_limit;loading_limits_not_available,ok,13579,100,100,evolutionary
ieee33,"3,10,24,25,33",True,True,True,True,True,444.20693743763115,0.7361959379887706,0.7361959379887706,0.9985878543477523,0.9985878543477523,0.9,1.05,False,5.81650613821875,15.896436562499998,21.3620993037,5.81650613821875,saidi,True,,,False,True,False,True,voltage_below_limit;loading_limits_not_available,ok,13579,100,100,evolutionary
ieee33,"8,12,16,22,33",True,True,True,True,True,248.51017259544454,0.8905786853389176,0.8905786853389176,0.9984139535343177,0.9984139535343177,0.9,1.05,False,4.560503733937499,12.463798124999999,16.8053512131,4.560503733937499,saidi,True,,,False,True,False,True,voltage_below_limit;loading_limits_not_available,ok,13579,100,100,evolutionary
ieee33,"3,9,17,21,28",True,True,True,True,True,196.42991232953534,0.9088991030950199,0.9088991030950199,0.9983726013930337,0.9983726013930337,0.9,1.05,True,3.365577014625,9.19807875,12.767997440700004,3.365577014625,saidi,True,,,False,True,True,True,loading_limits_not_available,ok,13579,100,100,evolutionary
ieee33,"7,11,14,17,23",True,True,True,True,True,217.21777350597364,0.9006584201496348,0.9006584201496348,0.9984051062711743,0.9984051062711743,0.9,1.05,True,4.19367777825,11.4612675,15.314100516,4.19367777825,saidi,True,,,False,True,True,True,loading_limits_not_available,ok,13579,100,100,evolutionary
ieee33,"12,19,23,25,35",True,True,True,True,True,455.74988257205143,0.7447812598238555,0.7447812598238555,0.998573954652075,0.998573954652075,0.9,1.05,False,6.367674686437499,17.402773125,23.3513259966,6.367674686437499,saidi,True,,,False,True,False,True,voltage_below_limit;loading_limits_not_available,ok,13579,100,100,evolutionary
ieee33,"4,11,17,18,34",True,True,True,True,True,334.4004505565155,0.8215870475328763,0.8215870475328763,0.9984434727469789,0.9984434727469789,0.9,1.05,False,4.657927353187499,12.730055625000006,17.9083948167,4.657927353187499,saidi,True,,,False,True,False,True,voltage_below_limit;loading_limits_not_available,ok,13579,100,100,evolutionary
ieee33,"13,19,22,26,33",True,True,True,True,True,473.7792176647979,0.7392814909630676,0.7392814909630676,0.9985837993163399,0.9985837993163399,0.9,1.05,False,6.653996010187499,18.185285625,24.3794054718,6.653996010187499,saidi,True,,,False,True,False,True,voltage_below_limit;loading_limits_not_available,ok,13579,100,100,evolutionary
ieee33,"7,8,14,26,32",True,True,True,True,True,149.36770578227552,0.9291798942361957,0.9291798942361957,0.9983733485340177,0.9983733485340177,0.9,1.05,True,3.1532530199999997,8.6178,11.9005553835,3.1532530199999997,saidi,True,,,False,True,True,True,loading_limits_not_available,ok,13579,100,100,evolutionary
ieee33,"3,7,8,12,34",True,True,True,True,True,225.81180154424854,0.8742631482888976,0.8742631482888976,0.9984087537803998,0.9984087537803998,0.9,1.05,False,3.758896988906249,10.273017187500004,14.203025041500005,3.758896988906249,saidi,True,,,False,True,False,True,voltage_below_limit;loading_limits_not_available,ok,13579,100,100,evolutionary
ieee33,"4,7,8,9,19",True,True,True,True,True,333.8789842655005,0.7970508993698815,0.7970508993698815,0.9984493021366795,0.9984493021366795,0.9,1.05,False,4.882336338749999,13.343362500000005,18.564330940200005,4.882336338749999,saidi,True,,,False,True,False,True,voltage_below_limit;loading_limits_not_available,ok,13579,100,100,evolutionary
