case,open_switches,radial,connected,converged,opendss_converged,electrically_solved,losses_kw,min_voltage_pu,vmin_pu,max_voltage_pu,vmax_pu,v_min_limit,v_max_limit,voltage_feasible,saidi_h_user_year,saifi_int_user_year,ens_mwh_year,objective_reliability,objective_reliability_name,topologically_feasible,max_loading_percent,loading_feasible,loading_check_available,all_loads_served,operationally_feasible,feasible,infeasibility_reasons,message,seed,population,generations,method
ieee33,"33,34,35,36,37",True,True,True,True,True,185.68063610324225,0.9159677286485081,0.9159677286485081,0.9983942382629303,0.9983942382629303,0.9,1.05,True,3.8460948465937497,10.511327812500001,14.4680767812,3.8460948465937497,saidi,True,,,False,True,True,True,loading_limits_not_available,ok,44568,100,100,evolutionary
ieee33,"12,17,20,21,25",True,True,True,True,True,184.7203935128729,0.9144381738958098,0.9144381738958098,0.9983804685671244,0.9983804685671244,0.9,1.05,True,3.4122436719374996,9.325618125000002,12.909893826600001,3.4122436719374996,saidi,True,,,False,True,True,True,loading_limits_not_available,ok,44568,100,100,evolutionary
ieee33,"3,8,23,29,34",True,True,True,True,True,373.0533003514913,0.8110723061041099,0.8110723061041099,0.9984876418530506,0.9984876418530506,0.9,1.05,False,5.08601491678125,13.900013437500002,18.5027532633,5.08601491678125,saidi,True,,,False,True,False,True,voltage_below_limit;loading_limits_not_available,ok,44568,100,100,evolutionary
ieee33,"4,14,34,35,37",True,True,True,True,True,261.0466993824251,0.8450504168484544,0.8450504168484544,0.9984493663793713,0.9984493663793713,0.9,1.05,False,4.0443816594375,11.053243125000002,15.239136387600002,4.0443816594375,saidi,True,,,False,True,False,True,voltage_below_limit;loading_limits_not_available,ok,44568,100,100,evolutionary
ieee33,"7,9,13,23,36",True,True,True,True,True,212.5419096879265,0.9045272670166189,0.9045272670166189,0.9983978557407427,0.9983978557407427,0.9,1.05,True,4.1471040824062495,11.333982187500002,15.129367485300001,4.1471040824062495,saidi,True,,,False,True,True,True,loading_limits_not_available,ok,44568,100,100,evolutionary
ieee33,"8,13,19,25,32",True,True,True,True,True,211.226194844933,0.8909799785027752,0.8909799785027752,0.998383450016917,0.998383450016917,0.9,1.05,False,3.813465371062499,10.422151875000003,14.652809811900001,3.813465371062499,saidi,True,,,False,True,False,True,voltage_below_limit;loading_limits_not_available,ok,44568,100,100,evolutionary
ieee33,"4,10,14,23,30",True,True,True,True,True,364.58599722928227,0.8295164103974227,0.8295164103974227,0.9984812505803168,0.9984812505803168,0.9,1.05,False,4.617860960156249,12.6205546875,16.8214149549,4.617860960156249,saidi,True,,,False,True,False,True,voltage_below_limit;loading_limits_not_available,ok,44568,100,100,evolutionary
ieee33,"3,6,8,14,16",True,True,True,True,True,183.5033071285513,0.9081048526518768,0.9081048526518768,0.9983816391801774,0.9983816391801774,0.9,1.05,True,3.3640896311249997,9.194013750000002,12.735869957100004,3.3640896311249997,saidi,True,,,False,True,True,True,loading_limits_not_available,ok,44568,100,100,evolutionary
ieee33,"9,18,25,34,36",True,True,True,True,True,213.77768579089476,0.9021454601761102,0.9021454601761102,0.99838107352517,0.99838107352517,0.9,1.05,True,3.7412343098437493,10.224745312500001,14.283343750500002,3.7412343098437493,saidi,True,,,False,True,True,True,loading_limits_not_available,ok,44568,100,100,evolutionary
ieee33,"4,10,13,23,29",True,True,True,True,True,383.63923856607823,0.7977913005274919,0.7977913005274919,0.9985044052105083,0.9985044052105083,0.9,1.05,False,4.685722832343749,12.8060203125,17.0355981789,4.685722832343749,saidi,True,,,False,True,False,True,voltage_below_limit;loading_limits_not_available,ok,44568,100,100,evolutionary
