case,open_switches,radial,connected,converged,opendss_converged,electrically_solved,losses_kw,min_voltage_pu,vmin_pu,max_voltage_pu,vmax_pu,v_min_limit,v_max_limit,voltage_feasible,saidi_h_user_year,saifi_int_user_year,ens_mwh_year,objective_reliability,objective_reliability_name,topologically_feasible,max_loading_percent,loading_feasible,loading_check_available,all_loads_served,operationally_feasible,feasible,infeasibility_reasons,message,seed,population,generations,method
ieee33,"33,34,35,36,37",True,True,True,True,True,185.68063610324225,0.9159677286485081,0.9159677286485081,0.9983942382629303,0.9983942382629303,0.9,1.05,True,3.8460948465937497,10.511327812500001,14.4680767812,3.8460948465937497,saidi,True,,,False,True,True,True,loading_limits_not_available,ok,27182,100,100,evolutionary
ieee33,"6,20,24,33,34",True,True,True,True,True,356.24494534316216,0.7917527555720744,0.7917527555720744,0.9984798643314644,0.9984798643314644,0.9,1.05,False,6.212150149218749,16.977726562500003,23.038083031499998,6.212150149218749,saidi,True,,,False,True,False,True,voltage_below_limit;loading_limits_not_available,ok,27182,100,100,evolutionary
ieee33,"6,9,18,28,34",True,True,True,True,True,347.0334368618008,0.7708839187256853,0.7708839187256853,0.9984630370879017,0.9984630370879017,0.9,1.05,False,5.397993605906249,14.752647187500003,20.261732990400002,5.397993605906249,saidi,True,,,False,True,False,True,voltage_below_limit;loading_limits_not_available,ok,27182,100,100,evolutionary
ieee33,"2,4,9,16,33",True,True,True,True,True,617.7173140747941,0.6782432459186952,0.6782432459186952,0.9987091563591975,0.9987091563591975,0.9,1.05,False,7.899028961156249,21.587944687500002,28.7728388541,7.899028961156249,saidi,True,,,False,True,False,True,voltage_below_limit;loading_limits_not_available,ok,27182,100,100,evolutionary
ieee33,"4,13,16,27,35",True,True,True,True,True,175.73023344982522,0.9186524969489578,0.9186524969489578,0.9983710570232704,0.9983710570232704,0.9,1.05,True,3.1386580694062496,8.5779121875,11.860396029000004,3.1386580694062496,saidi,True,,,False,True,True,True,loading_limits_not_available,ok,27182,100,100,evolutionary
ieee33,"5,12,16,18,33",True,True,True,True,True,323.0730805276975,0.8336673165482142,0.8336673165482142,0.9984397526774017,0.9984397526774017,0.9,1.05,False,4.700875551749999,12.847432500000005,17.940522300300003,4.700875551749999,saidi,True,,,False,True,False,True,voltage_below_limit;loading_limits_not_available,ok,27182,100,100,evolutionary
ieee33,"3,14,21,23,30",True,True,True,True,True,415.0061455391051,0.8196025485718714,0.8196025485718714,0.9985080620095094,0.9985080620095094,0.9,1.05,False,4.886333681906249,13.354287187499999,17.857526300999996,4.886333681906249,saidi,True,,,False,True,False,True,voltage_below_limit;loading_limits_not_available,ok,27182,100,100,evolutionary
ieee33,"9,14,20,27,29",True,True,True,True,True,239.26274400594062,0.8495943081627051,0.8495943081627051,0.9984371125066324,0.9984371125066324,0.9,1.05,False,4.08853835709375,11.173922812500003,15.086530840500002,4.08853835709375,saidi,True,,,False,True,False,True,voltage_below_limit;loading_limits_not_available,ok,27182,100,100,evolutionary
ieee33,"6,9,20,22,35",True,True,True,True,True,422.7428184411399,0.7871091106091566,0.7871091106091566,0.9985034299991712,0.9985034299991712,0.9,1.05,False,6.3810611379374995,17.439358125000005,23.718114767699998,6.3810611379374995,saidi,True,,,False,True,False,True,voltage_below_limit;loading_limits_not_available,ok,27182,100,100,evolutionary
ieee33,"7,11,23,26,35",True,True,True,True,True,427.0076199579838,0.7315023587733025,0.7315023587733025,0.9985846675310477,0.9985846675310477,0.9,1.05,False,5.359414596374999,14.64721125,19.5013825452,5.359414596374999,saidi,True,,,False,True,False,True,voltage_below_limit;loading_limits_not_available,ok,27182,100,100,evolutionary
