case,open_switches,radial,connected,converged,opendss_converged,electrically_solved,losses_kw,min_voltage_pu,vmin_pu,max_voltage_pu,vmax_pu,v_min_limit,v_max_limit,voltage_feasible,saidi_h_user_year,saifi_int_user_year,ens_mwh_year,objective_reliability,objective_reliability_name,topologically_feasible,max_loading_percent,loading_feasible,loading_check_available,all_loads_served,operationally_feasible,feasible,infeasibility_reasons,message,seed,population,generations,method
ieee33,"33,34,35,36,37",True,True,True,True,True,185.68063610324225,0.9159677286485081,0.9159677286485081,0.9983942382629303,0.9983942382629303,0.9,1.05,True,3.8460948465937497,10.511327812500001,14.4680767812,3.8460948465937497,saidi,True,,,False,True,True,True,loading_limits_not_available,ok,77891,100,100,evolutionary
ieee33,"3,11,14,22,29",True,True,True,True,True,415.5486851763689,0.7952097380994377,0.7952097380994377,0.9985129938312893,0.9985129938312893,0.9,1.05,False,4.9346736456562486,13.486399687499999,17.9753270742,4.9346736456562486,saidi,True,,,False,True,False,True,voltage_below_limit;loading_limits_not_available,ok,77891,100,100,evolutionary
ieee33,"8,10,18,22,27",True,True,True,True,True,540.6930301770817,0.6742731372659646,0.6742731372659646,0.9986626334664366,0.9986626334664366,0.9,1.05,False,7.816572138374999,21.362591249999998,28.510464404700002,7.816572138374999,saidi,True,,,False,True,False,True,voltage_below_limit;loading_limits_not_available,ok,77891,100,100,evolutionary
ieee33,"18,31,34,35,37",True,True,True,True,True,231.8075657273669,0.8814863136259888,0.8814863136259888,0.9983986008041972,0.9983986008041972,0.9,1.05,False,4.4024692370625,12.031891875000001,16.4760445062,4.4024692370625,saidi,True,,,False,True,False,True,voltage_below_limit;loading_limits_not_available,ok,77891,100,100,evolutionary
ieee33,"9,20,30,33,37",True,True,True,True,True,224.9277279828072,0.8791458494672255,0.8791458494672255,0.9983997526498717,0.9983997526498717,0.9,1.05,False,4.066599450468749,11.113964062500001,15.1989770331,4.066599450468749,saidi,True,,,False,True,False,True,voltage_below_limit;loading_limits_not_available,ok,77891,100,100,evolutionary
ieee33,"4,13,34,35,37",True,True,True,True,True,268.886086002275,0.8339533981820512,0.8339533981820512,0.9984553480286678,0.9984553480286678,0.9,1.05,False,4.208365690312498,11.501409375000003,15.8174310924,4.208365690312498,saidi,True,,,False,True,False,True,voltage_below_limit;loading_limits_not_available,ok,77891,100,100,evolutionary
ieee33,"6,14,15,24,35",True,True,True,True,True,186.35207401568573,0.9073495616955221,0.9073495616955221,0.9983916405929092,0.9983916405929092,0.9,1.05,True,3.9242754418124997,10.724994375000001,14.575168393200002,3.9242754418124997,saidi,True,,,False,True,True,True,loading_limits_not_available,ok,77891,100,100,evolutionary
ieee33,"5,8,12,25,37",True,True,True,True,True,287.3045906230645,0.788686470692299,0.788686470692299,0.9984932824736753,0.9984932824736753,0.9,1.05,False,4.474421413875,12.228536250000001,16.730387084700002,4.474421413875,saidi,True,,,False,True,False,True,voltage_below_limit;loading_limits_not_available,ok,77891,100,100,evolutionary
ieee33,"5,8,12,21,22",True,True,True,True,True,467.27214343797493,0.7573797537639559,0.7573797537639559,0.9985560226019337,0.9985560226019337,0.9,1.05,False,5.987090433375,16.362641250000003,22.7730312918,5.987090433375,saidi,True,,,False,True,False,True,voltage_below_limit;loading_limits_not_available,ok,77891,100,100,evolutionary
ieee33,"7,9,14,19,23",True,True,True,True,True,406.59256645764015,0.7736163804429423,0.7736163804429423,0.9984940329171542,0.9984940329171542,0.9,1.05,False,6.185935015031249,16.906080937500004,23.3432941257,6.185935015031249,saidi,True,,,False,True,False,True,voltage_below_limit;loading_limits_not_available,ok,77891,100,100,evolutionary
