case,run_id,seed,generation,unique_evaluations_cumulative,open_switches,losses_kw,saidi
ieee33,ieee33_seed_77891,77891,1,200,"7,9,13,27,36",144.09954598543194,3.0055372461562495
ieee33,ieee33_seed_77891,77891,1,200,"7,8,14,28,32",143.22438456975144,3.1532530199999997
ieee33,ieee33_seed_77891,77891,1,200,"6,9,34,36,37",142.94866384286917,3.43223038771875
ieee33,ieee33_seed_77891,77891,2,298,"7,9,13,27,36",144.09954598543194,3.0055372461562495
ieee33,ieee33_seed_77891,77891,2,298,"7,8,14,28,32",143.22438456975144,3.1532530199999997
ieee33,ieee33_seed_77891,77891,2,298,"6,10,34,36,37",142.45505408588514,3.425723084906249
ieee33,ieee33_seed_77891,77891,3,389,"7,9,13,27,36",144.09954598543194,3.0055372461562495
ieee33,ieee33_seed_77891,77891,3,389,"7,8,14,28,32",143.22438456975144,3.1532530199999997
ieee33,ieee33_seed_77891,77891,3,389,"6,10,34,36,37",142.45505408588514,3.425723084906249
ieee33,ieee33_seed_77891,77891,4,480,"7,9,13,27,36",144.09954598543194,3.0055372461562495
ieee33,ieee33_seed_77891,77891,4,480,"7,9,13,27,32",143.36315834998476,3.0120445489687495
ieee33,ieee33_seed_77891,77891,4,480,"7,9,13,28,32",140.54837456437653,3.01855185178125
ieee33,ieee33_seed_77891,77891,5,573,"7,10,14,28,36",139.15707296498272,3.0055372461562495
ieee33,ieee33_seed_77891,77891,6,660,"7,10,14,28,36",139.15707296498272,3.0055372461562495
ieee33,ieee33_seed_77891,77891,7,747,"7,10,14,28,36",139.15707296498272,3.0055372461562495
ieee33,ieee33_seed_77891,77891,7,747,"7,10,14,28,32",138.26747691143908,3.0120445489687495
ieee33,ieee33_seed_77891,77891,8,831,"7,10,14,28,36",139.15707296498272,3.0055372461562495
ieee33,ieee33_seed_77891,77891,8,831,"7,10,14,28,32",138.26747691143908,3.0120445489687495
ieee33,ieee33_seed_77891,77891,9,918,"7,10,14,28,36",139.15707296498272,3.0055372461562495
ieee33,ieee33_seed_77891,77891,9,918,"7,10,14,28,32",138.26747691143908,3.0120445489687495
ieee33,ieee33_seed_77891,77891,10,996,"7,10,14,28,36",139.15707296498272,3.0055372461562495
ieee33,ieee33_seed_77891,77891,10,996,"7,10,14,28,32",138.26747691143908,3.0120445489687495
ieee33,ieee33_seed_77891,77891,10,996,"7,10,13,27,36",145.2510014456555,2.99902994334375
ieee33,ieee33_seed_77891,77891,11,1068,"7,10,14,28,36",139.15707296498272,3.0055372461562495
ieee33,ieee33_seed_77891,77891,11,1068,"7,10,14,28,32",138.26747691143908,3.0120445489687495
ieee33,ieee33_seed_77891,77891,11,1068,"7,10,13,27,36",145.2510014456555,2.99902994334375
ieee33,ieee33_seed_77891,77891,12,1146,"7,10,14,28,36",139.15707296498272,3.0055372461562495
ieee33,ieee33_seed_77891,77891,12,1146,"7,10,14,28,32",138.26747691143908,3.0120445489687495
ieee33,ieee33_seed_77891,77891,12,1146,"7,10,13,27,36",145.2510014456555,2.99902994334375
ieee33,ieee33_seed_77891,77891,12,1146,"7,9,14,28,32",137.63400755669326,3.01855185178125
ieee33,ieee33_seed_77891,77891,13,1214,"7,10,14,28,36",139.15707296498272,3.0055372461562495
