case,open_switches,radial,connected,converged,opendss_converged,electrically_solved,losses_kw,min_voltage_pu,vmin_pu,max_voltage_pu,vmax_pu,v_min_limit,v_max_limit,voltage_feasible,saidi_h_user_year,saifi_int_user_year,ens_mwh_year,objective_reliability,objective_reliability_name,topologically_feasible,max_loading_percent,loading_feasible,loading_check_available,all_loads_served,operationally_feasible,feasible,infeasibility_reasons,message,seed,population,generations,method
ieee33,"33,34,35,36,37",True,True,True,True,True,185.68063610324225,0.9159677286485081,0.9159677286485081,0.9983942382629303,0.9983942382629303,0.9,1.05,True,3.8460948465937497,10.511327812500001,14.4680767812,3.8460948465937497,saidi,True,,,False,True,True,True,loading_limits_not_available,ok,31415,100,100,evolutionary
ieee33,"4,20,21,29,34",True,True,True,True,True,395.9899909197326,0.7455013886430063,0.7455013886430063,0.9985387899066118,0.9985387899066118,0.9,1.05,False,6.264859302,17.12178,23.1558838047,6.264859302,saidi,True,,,False,True,False,True,voltage_below_limit;loading_limits_not_available,ok,31415,100,100,evolutionary
ieee33,"10,19,28,31,34",True,True,True,True,True,215.1110008022101,0.871291351263829,0.871291351263829,0.9983829082566352,0.9983829082566352,0.9,1.05,False,3.9726154055625003,10.857106875000001,14.9419571643,3.9726154055625003,saidi,True,,,False,True,False,True,voltage_below_limit;loading_limits_not_available,ok,31415,100,100,evolutionary
ieee33,"7,13,20,24,35",True,True,True,True,True,324.16251681785326,0.8132908388884652,0.8132908388884652,0.9984610773555441,0.9984610773555441,0.9,1.05,False,5.34342522375,14.603512499999997,20.218896345599997,5.34342522375,saidi,True,,,False,True,False,True,voltage_below_limit;loading_limits_not_available,ok,31415,100,100,evolutionary
ieee33,"5,8,13,15,24",True,True,True,True,True,293.0529196802404,0.8359729694615735,0.8359729694615735,0.9984631144628114,0.9984631144628114,0.9,1.05,False,4.397356356281249,12.017918437500002,16.307375217300002,4.397356356281249,saidi,True,,,False,True,False,True,voltage_below_limit;loading_limits_not_available,ok,31415,100,100,evolutionary
ieee33,"13,19,27,30,35",True,True,True,True,True,204.98693266636593,0.8926257558854913,0.8926257558854913,0.998377201319354,0.998377201319354,0.9,1.05,False,3.810769488468751,10.4147840625,14.227120654200002,3.810769488468751,saidi,True,,,False,True,False,True,voltage_below_limit;loading_limits_not_available,ok,31415,100,100,evolutionary
ieee33,"10,13,18,25,29",True,True,True,True,True,259.9876156080591,0.8435777780643544,0.8435777780643544,0.9984391921664336,0.9984391921664336,0.9,1.05,False,4.23169901896875,11.565179062500002,15.664825545300003,4.23169901896875,saidi,True,,,False,True,False,True,voltage_below_limit;loading_limits_not_available,ok,31415,100,100,evolutionary
ieee33,"6,12,15,21,22",True,True,True,True,True,246.81265066901034,0.8921189915339433,0.8921189915339433,0.9984054512556323,0.9984054512556323,0.9,1.05,False,4.490410786499999,12.272235,16.599199860000002,4.490410786499999,saidi,True,,,False,True,False,True,voltage_below_limit;loading_limits_not_available,ok,31415,100,100,evolutionary
ieee33,"6,10,24,27,33",True,True,True,True,True,370.9737910613676,0.7564745027625389,0.7564745027625389,0.9985506199919892,0.9985506199919892,0.9,1.05,False,5.311539439968748,14.516369062499997,19.1774304189,5.311539439968748,saidi,True,,,False,True,False,True,voltage_below_limit;loading_limits_not_available,ok,31415,100,100,evolutionary
ieee33,"3,8,12,17,19",True,True,True,True,True,341.20197150065394,0.8118491395725917,0.8118491395725917,0.9984492106710202,0.9984492106710202,0.9,1.05,False,4.823584690499999,13.182795000000002,18.5911038432,4.823584690499999,saidi,True,,,False,True,False,True,voltage_below_limit;loading_limits_not_available,ok,31415,100,100,evolutionary
ieee33,"6,18,22,33,34",True,True,True,True,True,470.9069515529232,0.7641878713037682,0.7641878713037682,0.9985242124966272,0.9985242124966272,0.9,1.05,False,7.296917528062499,19.942381875000002,27.070082223300002,7.296917528062499,saidi,True,,,False,True,False,True,voltage_below_limit;loading_limits_not_available,ok,31415,100,100,evolutionary
ieee33,"5,9,26,30,35",True,True,True,True,True,198.51918473980078,0.8788158898864509,0.8788158898864509,0.9983789071706763,0.9983789071706763,0.9,1.05,False,3.352934254875,9.16352625,12.559168797300002,3.352934254875,saidi,True,,,False,True,False,True,voltage_below_limit;loading_limits_not_available,ok,31415,100,100,evolutionary
