case,run_id,seed,generation,unique_evaluations_cumulative,open_switches,losses_kw,saidi
ieee33,ieee33_seed_88902,88902,1,200,"7,9,12,36,37",143.47158382433176,3.38147342578125
ieee33,ieee33_seed_88902,88902,1,200,"6,10,14,16,28",149.47783467105705,3.0374230299374996
ieee33,ieee33_seed_88902,88902,1,200,"8,10,17,28,33",147.65360281021555,3.1768652330625
ieee33,ieee33_seed_88902,88902,2,294,"7,9,12,36,37",143.47158382433176,3.38147342578125
ieee33,ieee33_seed_88902,88902,2,294,"6,10,14,16,28",149.47783467105705,3.0374230299374996
ieee33,ieee33_seed_88902,88902,2,294,"8,10,17,28,33",147.65360281021555,3.1768652330625
ieee33,ieee33_seed_88902,88902,2,294,"11,26,31,33,34",147.43284615202964,3.3734787394687493
ieee33,ieee33_seed_88902,88902,2,294,"6,8,28,34,36",148.45261656396934,3.0953380249687497
ieee33,ieee33_seed_88902,88902,3,390,"7,9,12,36,37",143.47158382433176,3.38147342578125
ieee33,ieee33_seed_88902,88902,3,390,"6,10,14,16,28",149.47783467105705,3.0374230299374996
ieee33,ieee33_seed_88902,88902,3,390,"6,8,28,34,36",148.45261656396934,3.0953380249687497
ieee33,ieee33_seed_88902,88902,3,390,"7,10,12,36,37",144.97296578715,3.3749661229687504
ieee33,ieee33_seed_88902,88902,3,390,"8,9,17,28,33",146.42704975177816,3.1573433246249993
ieee33,ieee33_seed_88902,88902,4,479,"7,9,12,36,37",143.47158382433176,3.38147342578125
ieee33,ieee33_seed_88902,88902,4,479,"6,10,14,16,28",149.47783467105705,3.0374230299374996
ieee33,ieee33_seed_88902,88902,4,479,"6,8,28,34,36",148.45261656396934,3.0953380249687497
ieee33,ieee33_seed_88902,88902,4,479,"7,10,12,36,37",144.97296578715,3.3749661229687504
ieee33,ieee33_seed_88902,88902,4,479,"9,14,17,28,33",145.1708935748545,3.1443287189999998
ieee33,ieee33_seed_88902,88902,4,479,"7,11,14,27,31",145.95673998373763,3.11709100865625
ieee33,ieee33_seed_88902,88902,5,569,"7,9,12,36,37",143.47158382433176,3.38147342578125
ieee33,ieee33_seed_88902,88902,5,569,"6,10,14,16,28",149.47783467105705,3.0374230299374996
ieee33,ieee33_seed_88902,88902,5,569,"6,8,28,34,36",148.45261656396934,3.0953380249687497
ieee33,ieee33_seed_88902,88902,5,569,"7,10,12,36,37",144.97296578715,3.3749661229687504
ieee33,ieee33_seed_88902,88902,5,569,"9,14,17,28,33",145.1708935748545,3.1443287189999998
ieee33,ieee33_seed_88902,88902,5,569,"7,11,14,27,31",145.95673998373763,3.11709100865625
ieee33,ieee33_seed_88902,88902,5,569,"6,10,13,17,27",154.38696987484596,3.0113938186875
ieee33,ieee33_seed_88902,88902,5,569,"7,11,14,25,36",149.88173279851873,3.028684651874999
ieee33,ieee33_seed_88902,88902,6,655,"7,9,12,36,37",143.47158382433176,3.38147342578125
ieee33,ieee33_seed_88902,88902,6,655,"7,11,14,27,31",145.95673998373763,3.11709100865625
ieee33,ieee33_seed_88902,88902,6,655,"6,10,13,17,27",154.38696987484596,3.0113938186875
ieee33,ieee33_seed_88902,88902,6,655,"6,10,14,17,28",147.98027295414784,3.0179011214999996
ieee33,ieee33_seed_88902,88902,6,655,"7,9,14,27,31",143.67921134117157,3.1199728141875003
ieee33,ieee33_seed_88902,88902,6,655,"6,10,34,36,37",142.45505408588514,3.425723084906249
ieee33,ieee33_seed_88902,88902,6,655,"7,11,32,34,37",139.94504598001015,3.4293485821875
ieee33,ieee33_seed_88902,88902,7,743,"7,11,14,27,31",145.95673998373763,3.11709100865625
ieee33,ieee33_seed_88902,88902,7,743,"6,10,13,17,27",154.38696987484596,3.0113938186875
ieee33,ieee33_seed_88902,88902,7,743,"6,10,14,17,28",147.98027295414784,3.0179011214999996
ieee33,ieee33_seed_88902,88902,7,743,"7,9,14,27,31",143.67921134117157,3.1199728141875003
ieee33,ieee33_seed_88902,88902,7,743,"7,11,32,34,37",139.94504598001015,3.4293485821875
ieee33,ieee33_seed_88902,88902,7,743,"6,10,14,36,37",142.2271514501136,3.36195151734375
ieee33,ieee33_seed_88902,88902,7,743,"6,11,14,17,27",152.17102842622813,3.0150193159687495
ieee33,ieee33_seed_88902,88902,7,743,"7,9,14,16,27",147.09411581017451,3.0374230299374996
ieee33,ieee33_seed_88902,88902,7,743,"7,9,14,17,37",142.14600216405879,3.4179143215312493
ieee33,ieee33_seed_88902,88902,8,836,"6,10,14,17,28",147.98027295414784,3.0179011214999996
ieee33,ieee33_seed_88902,88902,8,836,"6,10,14,36,37",142.2271514501136,3.36195151734375
ieee33,ieee33_seed_88902,88902,8,836,"7,9,12,28,36",143.30777199302594,3.0250591545937495
ieee33,ieee33_seed_88902,88902,8,836,"6,11,13,28,36",152.0836400180773,3.0091627434374995
ieee33,ieee33_seed_88902,88902,8,836,"7,9,14,36,37",138.81946573409937,3.3684588201562495
ieee33,ieee33_seed_88902,88902,9,927,"7,9,14,36,37",138.81946573409937,3.3684588201562495
ieee33,ieee33_seed_88902,88902,9,927,"7,10,14,28,36",139.15707296498272,3.0055372461562495
ieee33,ieee33_seed_88902,88902,9,927,"6,10,13,27,36",153.76206694644904,2.99902994334375
ieee33,ieee33_seed_88902,88902,10,1013,"7,9,14,36,37",138.81946573409937,3.3684588201562495
ieee33,ieee33_seed_88902,88902,10,1013,"7,10,14,28,36",139.15707296498272,3.0055372461562495
ieee33,ieee33_seed_88902,88902,10,1013,"6,10,13,27,36",153.76206694644904,2.99902994334375
ieee33,ieee33_seed_88902,88902,11,1095,"7,9,14,36,37",138.81946573409937,3.3684588201562495
ieee33,ieee33_seed_88902,88902,11,1095,"7,10,14,28,36",139.15707296498272,3.0055372461562495
