case,run_id,seed,generation,unique_evaluations_cumulative,open_switches,losses_kw,saidi
ieee33,ieee33_seed_66780,66780,1,199,"5,11,27,32,35",174.3745711284814,3.0872503771875
ieee33,ieee33_seed_66780,66780,1,199,"7,8,14,17,27",147.67073666243974,3.09598875525
ieee33,ieee33_seed_66780,66780,2,294,"5,11,27,32,35",174.3745711284814,3.0872503771875
ieee33,ieee33_seed_66780,66780,2,294,"7,8,14,17,27",147.67073666243974,3.09598875525
ieee33,ieee33_seed_66780,66780,2,294,"9,14,26,31,33",147.23185229917206,3.3560949448125
ieee33,ieee33_seed_66780,66780,2,294,"5,11,14,16,28",163.01522861051328,3.09310694971875
ieee33,ieee33_seed_66780,66780,3,388,"7,8,14,17,27",147.67073666243974,3.09598875525
ieee33,ieee33_seed_66780,66780,3,388,"7,8,9,17,27",148.86579891910958,3.0829741496249996
ieee33,ieee33_seed_66780,66780,3,388,"9,14,28,31,33",144.3801781723191,3.3560949448125
ieee33,ieee33_seed_66780,66780,3,388,"7,12,16,26,35",157.8131537342876,3.07358504128125
ieee33,ieee33_seed_66780,66780,3,388,"5,9,12,27,32",166.23211417640655,3.06410297146875
ieee33,ieee33_seed_66780,66780,4,482,"7,9,13,28,36",141.1607615791273,3.0120445489687495
ieee33,ieee33_seed_66780,66780,5,569,"7,9,13,28,36",141.1607615791273,3.0120445489687495
ieee33,ieee33_seed_66780,66780,5,569,"7,11,34,36,37",141.05383920207575,3.4293485821875
ieee33,ieee33_seed_66780,66780,6,653,"7,9,13,28,36",141.1607615791273,3.0120445489687495
ieee33,ieee33_seed_66780,66780,6,653,"7,11,34,36,37",141.05383920207575,3.4293485821875
ieee33,ieee33_seed_66780,66780,7,741,"7,9,13,28,36",141.1607615791273,3.0120445489687495
ieee33,ieee33_seed_66780,66780,7,741,"7,11,34,36,37",141.05383920207575,3.4293485821875
ieee33,ieee33_seed_66780,66780,8,825,"7,9,13,28,36",141.1607615791273,3.0120445489687495
ieee33,ieee33_seed_66780,66780,8,825,"7,11,34,36,37",141.05383920207575,3.4293485821875
ieee33,ieee33_seed_66780,66780,8,825,"7,10,14,17,27",144.5588898859815,3.0113938186875
ieee33,ieee33_seed_66780,66780,9,908,"7,9,13,28,36",141.1607615791273,3.0120445489687495
ieee33,ieee33_seed_66780,66780,9,908,"7,11,34,36,37",141.05383920207575,3.4293485821875
ieee33,ieee33_seed_66780,66780,9,908,"7,10,14,27,36",142.0958063322025,2.99902994334375
ieee33,ieee33_seed_66780,66780,10,994,"7,9,13,28,36",141.1607615791273,3.0120445489687495
ieee33,ieee33_seed_66780,66780,10,994,"7,10,14,27,36",142.0958063322025,2.99902994334375
ieee33,ieee33_seed_66780,66780,10,994,"7,10,28,32,34",140.8141675434609,3.0888307221562497
ieee33,ieee33_seed_66780,66780,10,994,"7,11,14,27,32",141.90317927310522,3.0091627434374995
ieee33,ieee33_seed_66780,66780,11,1075,"7,9,13,28,36",141.1607615791273,3.0120445489687495
ieee33,ieee33_seed_66780,66780,11,1075,"7,10,14,27,36",142.0958063322025,2.99902994334375
ieee33,ieee33_seed_66780,66780,11,1075,"7,10,28,32,34",140.8141675434609,3.0888307221562497
ieee33,ieee33_seed_66780,66780,11,1075,"7,11,14,27,32",141.90317927310522,3.0091627434374995
ieee33,ieee33_seed_66780,66780,12,1156,"7,10,14,27,36",142.0958063322025,2.99902994334375
ieee33,ieee33_seed_66780,66780,12,1156,"7,10,14,28,36",139.15707296498272,3.0055372461562495
ieee33,ieee33_seed_66780,66780,13,1233,"7,10,14,27,36",142.0958063322025,2.99902994334375
ieee33,ieee33_seed_66780,66780,13,1233,"7,10,14,28,36",139.15707296498272,3.0055372461562495
ieee33,ieee33_seed_66780,66780,14,1305,"7,10,14,27,36",142.0958063322025,2.99902994334375
ieee33,ieee33_seed_66780,66780,14,1305,"7,10,14,28,36",139.15707296498272,3.0055372461562495
ieee33,ieee33_seed_66780,66780,15,1381,"7,10,14,27,36",142.0958063322025,2.99902994334375
ieee33,ieee33_seed_66780,66780,15,1381,"7,10,14,28,36",139.15707296498272,3.0055372461562495
ieee33,ieee33_seed_66780,66780,16,1448,"7,10,14,27,36",142.0958063322025,2.99902994334375
ieee33,ieee33_seed_66780,66780,16,1448,"7,10,14,28,36",139.15707296498272,3.0055372461562495
ieee33,ieee33_seed_66780,66780,16,1448,"7,10,14,28,32",138.26747691143908,3.0120445489687495
ieee33,ieee33_seed_66780,66780,17,1515,"7,10,14,27,36",142.0958063322025,2.99902994334375
ieee33,ieee33_seed_66780,66780,17,1515,"7,10,14,28,36",139.15707296498272,3.0055372461562495
