case,open_switches,radial,connected,converged,opendss_converged,electrically_solved,losses_kw,min_voltage_pu,vmin_pu,max_voltage_pu,vmax_pu,v_min_limit,v_max_limit,voltage_feasible,saidi_h_user_year,saifi_int_user_year,ens_mwh_year,objective_reliability,objective_reliability_name,topologically_feasible,max_loading_percent,loading_feasible,loading_check_available,all_loads_served,operationally_feasible,feasible,infeasibility_reasons,message,seed,population,generations,method
ieee33,"33,34,35,36,37",True,True,True,True,True,185.68063610324225,0.9159677286485081,0.9159677286485081,0.9983942382629303,0.9983942382629303,0.9,1.05,True,3.8460948465937497,10.511327812500001,14.4680767812,3.8460948465937497,saidi,True,,,False,True,True,True,loading_limits_not_available,ok,66780,100,100,evolutionary
ieee33,"8,11,18,32,37",True,True,True,True,True,240.15922229033885,0.8750541609377681,0.8750541609377681,0.9984031369982098,0.9984031369982098,0.9,1.05,False,4.1808490955625,11.426206874999998,15.913813543199998,4.1808490955625,saidi,True,,,False,True,False,True,voltage_below_limit;loading_limits_not_available,ok,66780,100,100,evolutionary
ieee33,"4,7,14,24,35",True,True,True,True,True,410.9971251853721,0.738837167412544,0.738837167412544,0.998571998168147,0.998571998168147,0.9,1.05,False,5.3188833959999995,14.53644,19.619183318399994,5.3188833959999995,saidi,True,,,False,True,False,True,voltage_below_limit;loading_limits_not_available,ok,66780,100,100,evolutionary
ieee33,"5,11,27,32,35",True,True,True,True,True,174.3745711284814,0.9161947970102112,0.9161947970102112,0.9983708249493858,0.9983708249493858,0.9,1.05,True,3.0872503771875,8.437415625000002,11.619439902000003,3.0872503771875,saidi,True,,,False,True,True,True,loading_limits_not_available,ok,66780,100,100,evolutionary
ieee33,"4,14,25,29,35",True,True,True,True,True,246.1081139564563,0.828372618093459,0.828372618093459,0.9984534586021641,0.9984534586021641,0.9,1.05,False,3.6342356593125,9.932319375,13.429288144800003,3.6342356593125,saidi,True,,,False,True,False,True,voltage_below_limit;loading_limits_not_available,ok,66780,100,100,evolutionary
ieee33,"10,13,18,26,36",True,True,True,True,True,197.9472482510613,0.9210514325291154,0.9210514325291154,0.9983753792473463,0.9983753792473463,0.9,1.05,True,3.53820646209375,9.6698728125,13.3837742097,3.53820646209375,saidi,True,,,False,True,True,True,loading_limits_not_available,ok,66780,100,100,evolutionary
ieee33,"5,26,34,35,37",True,True,True,True,True,306.9337726810024,0.7814034413919938,0.7814034413919938,0.9985057659972054,0.9985057659972054,0.9,1.05,False,4.701340359093749,12.848702812500001,17.4505781754,4.701340359093749,saidi,True,,,False,True,False,True,voltage_below_limit;loading_limits_not_available,ok,66780,100,100,evolutionary
ieee33,"5,10,12,23,32",True,True,True,True,True,374.462413180716,0.8211715678961643,0.8211715678961643,0.9984951537660547,0.9984951537660547,0.9,1.05,False,4.676798531343748,12.7816303125,16.982052372900004,4.676798531343748,saidi,True,,,False,True,False,True,voltage_below_limit;loading_limits_not_available,ok,66780,100,100,evolutionary
ieee33,"5,8,13,15,26",True,True,True,True,True,165.3485131260134,0.911980596762688,0.911980596762688,0.998376693732468,0.998376693732468,0.9,1.05,True,3.1962012185625,8.735176875000002,12.061192801500003,3.1962012185625,saidi,True,,,False,True,True,True,loading_limits_not_available,ok,66780,100,100,evolutionary
ieee33,"5,6,8,9,23",True,True,True,True,True,457.2312344542351,0.717392610819962,0.717392610819962,0.9985963036415639,0.9985963036415639,0.9,1.05,False,6.131459594343749,16.7572003125,22.518688713299998,6.131459594343749,saidi,True,,,False,True,False,True,voltage_below_limit;loading_limits_not_available,ok,66780,100,100,evolutionary
