case,run_id,seed,generation,unique_evaluations_cumulative,open_switches,losses_kw,saidi
ieee33,ieee33_seed_22346,22346,1,200,"7,10,13,16,28",145.64007596152805,3.0374230299374996
ieee33,ieee33_seed_22346,22346,2,299,"7,10,13,16,28",145.64007596152805,3.0374230299374996
ieee33,ieee33_seed_22346,22346,2,299,"7,11,12,28,32",146.301612749333,3.0286846518749995
ieee33,ieee33_seed_22346,22346,3,397,"7,11,13,28,36",143.5994934255891,3.0091627434374995
ieee33,ieee33_seed_22346,22346,3,397,"7,10,34,36,37",141.54025864079017,3.425723084906249
ieee33,ieee33_seed_22346,22346,4,492,"11,28,32,33,34",140.96954644265145,3.1935982974374997
ieee33,ieee33_seed_22346,22346,4,492,"7,9,14,27,36",141.5813320709134,3.0055372461562495
ieee33,ieee33_seed_22346,22346,5,580,"11,28,32,33,34",140.96954644265145,3.1935982974374997
ieee33,ieee33_seed_22346,22346,5,580,"7,9,14,27,36",141.5813320709134,3.0055372461562495
ieee33,ieee33_seed_22346,22346,6,672,"7,9,14,27,36",141.5813320709134,3.0055372461562495
ieee33,ieee33_seed_22346,22346,6,672,"7,9,14,28,36",138.6425908856557,3.0120445489687495
ieee33,ieee33_seed_22346,22346,7,764,"7,9,14,27,36",141.5813320709134,3.0055372461562495
ieee33,ieee33_seed_22346,22346,7,764,"7,9,14,28,36",138.6425908856557,3.0120445489687495
ieee33,ieee33_seed_22346,22346,7,764,"7,10,14,27,36",142.0958063322025,2.99902994334375
ieee33,ieee33_seed_22346,22346,8,847,"7,9,14,27,36",141.5813320709134,3.0055372461562495
ieee33,ieee33_seed_22346,22346,8,847,"7,9,14,28,36",138.6425908856557,3.0120445489687495
ieee33,ieee33_seed_22346,22346,8,847,"7,10,14,27,36",142.0958063322025,2.99902994334375
ieee33,ieee33_seed_22346,22346,9,927,"7,9,14,28,36",138.6425908856557,3.0120445489687495
ieee33,ieee33_seed_22346,22346,9,927,"7,10,14,27,36",142.0958063322025,2.99902994334375
ieee33,ieee33_seed_22346,22346,9,927,"7,10,14,28,36",139.15707296498272,3.0055372461562495
ieee33,ieee33_seed_22346,22346,10,1011,"7,9,14,28,36",138.6425908856557,3.0120445489687495
ieee33,ieee33_seed_22346,22346,10,1011,"7,10,14,27,36",142.0958063322025,2.99902994334375
ieee33,ieee33_seed_22346,22346,10,1011,"7,10,14,28,36",139.15707296498272,3.0055372461562495
ieee33,ieee33_seed_22346,22346,11,1092,"7,9,14,28,36",138.6425908856557,3.0120445489687495
ieee33,ieee33_seed_22346,22346,11,1092,"7,10,14,27,36",142.0958063322025,2.99902994334375
ieee33,ieee33_seed_22346,22346,11,1092,"7,10,14,28,36",139.15707296498272,3.0055372461562495
ieee33,ieee33_seed_22346,22346,12,1158,"7,9,14,28,36",138.6425908856557,3.0120445489687495
ieee33,ieee33_seed_22346,22346,12,1158,"7,10,14,27,36",142.0958063322025,2.99902994334375
ieee33,ieee33_seed_22346,22346,12,1158,"7,10,14,28,36",139.15707296498272,3.0055372461562495
ieee33,ieee33_seed_22346,22346,13,1234,"7,9,14,28,36",138.6425908856557,3.0120445489687495
ieee33,ieee33_seed_22346,22346,13,1234,"7,10,14,27,36",142.0958063322025,2.99902994334375
ieee33,ieee33_seed_22346,22346,13,1234,"7,10,14,28,36",139.15707296498272,3.0055372461562495
ieee33,ieee33_seed_22346,22346,13,1234,"7,10,14,32,37",137.97384885633065,3.34893691171875
